anio_inscripcion,matricula,sexo,nacionalidad,lugar_nacimiento,fecha_nacimiento,tipo_ingreso,colonia,escuela_procedencia,ubicacion_escuela_procedencia,nivel,carrera,turno,ciclo
2018,1806025,M,Mexicana,Tamaulipas,2001-10-15,Equivalencia,Nueva Kukulcán,Jose Dolores Rodriguez Ticul,"Calle 18 No. 175, 97860 Ticul, Yucatán",Ingeniería,Diseño De Modas,Vespertino,Septiembre-Diciembre
2018,1833004,M,Mexicana,Yucatán,2000-06-20,Equivalencia,Xoclán,Instituto Comercial Bancario,"Calle 62 No. 373, Colonia Centro, Mérida, Yucatán",Ingeniería,Diseño De Modas,Matutino,Enero-Abril
2018,1817023,M,Mexicana,Baja California,2001-12-08,Nuevo,Emiliano Zapata Sur,Preparatoria 1 Uady,"En Cil-uady, Calle 41 Entre 14, 97150 Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Enero-Junio
2018,1809041,M,Mexicana,Michoacán,2003-05-28,Reinscrito,San Ramón Sur,Francisco Repeto Milan,"Calle 78 541, Col. Centro, Cp 97000, Mérida, Yucatán",Licenciatura,Enfermería,Matutino,Septiembre-Diciembre
2018,1817018,F,Mexicana,Canada,1999-08-14,Repetidor,Altabrisa,Centro Universitario Felipe Carrillo Puerto,"Calle 65 583, 97000 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1810001,M,Mexicana,Monterrey,2005-11-13,Reinscrito,Bojórquez,Cbta 13 Xmatkuil,"Ex-hacienda Xmatkuil A.p. 970 Xmatkuil, 97139 Mérida, Yuc.",Licenciatura,Fisioterapia,Vespertino,Mayo-Agosto
2018,1817037,F,Mexicana,Tamaulipas,2001-02-10,Nuevo,Pensiones,Ricardo Flores Magón,"Calle 21 102b X 20 Y 22, 97400 Telchac, Yucatán",Licenciatura,Odontología,Vespertino,Enero-Junio
2018,1814017,M,Mexicana,Canada,1997-09-15,Nuevo,Nueva Kukulcán,Siglo Xxi,"Calle 21 216, Mérida, Yucatán",Licenciatura,Administración De Empresas,Vespertino,Mayo-Agosto
2018,1832014,F,Mexicana,Tamaulipas,1996-09-30,Equivalencia,Jardines Del Norte,Colegio De Bachilleres Plantel Jmm,"Av. Miguel Hidalgo Y Costilla S/n Colonia Guadalupe, C.p 78890, José María Morelos, Quintana Roo",Licenciatura,Contabilidad,Matutino,Septiembre-Diciembre
2018,1817010,F,Mexicana,Puebla,2004-02-14,Equivalencia,Jardines Del Norte,Centro De Bachillerato Tecnologico Agropecuario,"97315 Mérida, Yucatán",Licenciatura,Odontología,Vespertino,Enero-Junio
2018,1817016,M,Mexicana,Sinaloa,1997-07-07,Repetidor,Dzityá,Preparatoria Modelo,"Paseo De Montejo No.444, Centro, 97000 Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Agosto-Diciembre
2018,1817042,F,Mexicana,Tabasco,2003-10-20,Nuevo,Juan Pablo Ii,Upp Prepa,"Av Jacinto Canek 739, Paseo De Las Fuentes, 97230 Mérida, Yucatán",Ingeniería,Odontología,Matutino,Enero-Junio
2018,1835041,F,Mexicana,Campeche,2000-12-23,Equivalencia,México,Josefina Rosado De Patron,"Calle 67, No. 437 Entre Calle 40 Y Calle 38, Mérida, Yucatán",Licenciatura,Derecho,Matutino,Mayo-Agosto
2018,1837010,M,Mexicana,Quintana Roo,1998-05-27,Nuevo,Chuburná De Hidalgo,Preparatoria Muna,"Calle 19, Colonia Ninguno, Municipio Muna, Yucatán, C.p. 97840",Licenciatura,Ingeniería Civil,Vespertino,Mayo-Agosto
2018,1828031,M,Mexicana,Michoacán,2002-03-22,Repetidor,Jardines Del Norte,Cbetis 120,"C. 13 101 Por 60, 97205 Mérida, Yucatán",Ingeniería,Psicología,Vespertino,Mayo-Agosto
2018,1817009,F,Mexicana,Yucatán,1999-10-27,Repetidor,Nueva Kukulcán,Colegio Bachilleres Tabasco,"Av. Paseo La Choca 100, Multiochenta, 86085 Villahermosa, Tab.",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1804030,F,Mexicana,Canada,2005-09-27,Equivalencia,Pensiones,Cobay Kanasin,"Calle 14 S/n X 33, 97370 Kanasín, Yucatán",Ingeniería,Gastronomía,Vespertino,Septiembre-Diciembre
2018,1817021,M,Mexicana,Tamaulipas,2001-06-20,Nuevo,Centro,Colegio Educacion Y Patria,"Calle 64 X 57 Y 59 No.485, Centro, 97000 Mérida, Yucatán",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
2018,1817042,F,Mexicana,Chihuahua,1995-06-12,Repetidor,Chuburná De Hidalgo,Alianza De Camioneros,"C. 64 602, Entre 75, 97000 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1817045,M,Mexicana,Yucatán,2002-08-12,Nuevo,Bojórquez,Cesmac,"C. 65 627, Parque Santiago, Centro, 97000 Centro, Yuc.",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1810044,M,Mexicana,Yucatán,1999-10-07,Reinscrito,García Ginerés,Cbta Izamal 185,"C. 30 102, Guadalupe, 97540 Izamal, Yuc.",Ingeniería,Fisioterapia,Matutino,Mayo-Agosto
2018,1802042,M,Mexicana,Aguascalientes,2005-03-05,Nuevo,Pensiones,Servicio Nacional De Bachillerato En Linea,N/a,Licenciatura,Educación,Matutino,Enero-Abril
2018,1832032,M,Mexicana,Tabasco,1995-02-08,Reinscrito,México,Cetmar-progreso,"C. 83 681f, 97320 Progreso, Yucatán",Ingeniería,Contabilidad,Vespertino,Septiembre-Diciembre
2018,1817026,F,Mexicana,Baja California,2005-12-25,Repetidor,Dzityá,Centro De Estudios Tecnológicos Del Mar No 17,"Progreso, Boulevard Turístico Yucalpetén, 97320 Progreso, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1825022,F,Mexicana,Veracruz,1995-11-19,Repetidor,Juan Pablo Ii,Mahatma Gandhi,"Calle 25b X 10 Colonia Lázaro Cárdenas 421, 97219 Mérida, Yucatán",Ingeniería,Nutrición,Vespertino,Mayo-Agosto
2018,1817001,F,Mexicana,San Lorenzo,1995-03-02,Equivalencia,Francisco De Montejo,Enep Unam Sep,"Av. Observatorio 170, Observatorio, Miguel Hidalgo, 11860 Ciudad De México, Cdmx.",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1817018,F,Mexicana,Aguascalientes,1996-05-18,Reinscrito,Brisas,Cobay Yaxcaba,"C. 22, 97920 Yaxcabá, Yuc.",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
2018,1810022,M,Mexicana,Sinaloa,2005-03-02,Repetidor,Dzityá,Prepa Acanceh,"Acanceh, 97380 112 Calle 25, 97380 Acanceh, Yucatán",Ingeniería,Fisioterapia,Matutino,Enero-Abril
2018,1817038,F,Mexicana,Aguascalientes,2003-01-26,Nuevo,Montes De Amé,Prepa Abierta,"Calle 31-a Por 8, Col. San Esteban, C. P. 97149, Mérida, Yucatán",Ingeniería,Odontología,Matutino,Enero-Junio
2018,1837044,F,Mexicana,San Lorenzo,1997-03-03,Equivalencia,Mulsay,Cobay Abala,"Unnamed Road, 97825 Abalá, Yuc.",Ingeniería,Ingeniería Civil,Matutino,Enero-Abril
2018,1817035,M,Mexicana,Yucatán,1996-03-13,Equivalencia,Las Américas,Victor Manuel Cervera Pacheco,"C. 12-d 2a, 97370 Kanasín, Yucatán",Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1817002,M,Mexicana,Canada,1995-11-14,Repetidor,Temozón Norte,Cobay Cuzama,"Km 2 Carretera Cuzama Homun, Cuzamá, Yucatán",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
2018,1817049,M,Mexicana,Monterrey,1997-06-15,Repetidor,Montes De Amé,Preparatoria Muna,"Calle 19, Colonia Ninguno, Municipio Muna, Yucatán, C.p. 97840",Licenciatura,Odontología,Vespertino,Enero-Junio
2018,1832024,F,Mexicana,Monterrey,1995-05-16,Reinscrito,Emiliano Zapata Sur,Colegio Bachilleres Tabasco,"Av. Paseo La Choca 100, Multiochenta, 86085 Villahermosa, Tab.",Licenciatura,Contabilidad,Matutino,Mayo-Agosto
2018,1835026,M,Mexicana,Ciudad De Mexico,2004-12-31,Reinscrito,Brisas,Unacar - Campus Ii,"Av Concordia, 24180 Carmen, Campeche",Licenciatura,Derecho,Matutino,Mayo-Agosto
2018,1831032,M,Mexicana,Tabasco,1997-08-02,Reinscrito,Jardines Del Norte,Manuel Crescencio Rejon,"C. 69 452, 97000 Mérida, Yucatán",Ingeniería,Educación,Vespertino,Mayo-Agosto
2018,1817045,M,Mexicana,Veracruz,1995-08-28,Repetidor,Bojórquez,Cobay Abala,"Unnamed Road, 97825 Abalá, Yuc.",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1806046,M,Mexicana,San Lorenzo,1999-02-08,Reinscrito,Wallis,Instituto Patria,"Periférico Norte Km. 2.5, San Ramón Nte, 97117 Mérida, Yucatán",Licenciatura,Diseño De Modas,Vespertino,Enero-Abril
2018,1831042,M,Mexicana,Sinaloa,1997-09-27,Repetidor,Jardines Del Norte,Jose Dolores Rodriguez Ticul,"Calle 18 No. 175, 97860 Ticul, Yucatán",Licenciatura,Educación,Matutino,Septiembre-Diciembre
2018,1810034,M,Mexicana,Yucatán,2003-09-28,Nuevo,Las Américas,Carlos Castillo Peraza,"Calle 51, Francisco De Montejo, Mérida, Yucatán",Licenciatura,Fisioterapia,Matutino,Septiembre-Diciembre
2018,1806005,F,Mexicana,Quintana Roo,1996-10-06,Repetidor,Nueva Kukulcán,Cobay Santa Rosa,"Av. 1o. De Mayo X 107 Y 109, 97279 Mérida, Yucatán",Ingeniería,Diseño De Modas,Matutino,Mayo-Agosto
2018,1817022,F,Mexicana,Campeche,1996-09-16,Repetidor,García Ginerés,San Agustin,"C. 58 480b, 97000 Mérida, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1817013,F,Mexicana,San Lorenzo,1995-08-30,Repetidor,Ciudad Caucel,David Alfaro Siqueiros Miraflores,"Calle 15 230, Col. Miraflores, Cp 97179, Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Enero-Junio
2018,1817034,M,Mexicana,Puebla,2003-10-28,Nuevo,Centro,Preparatoria 1 Uady,"En Cil-uady, Calle 41 Entre 14, 97150 Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Enero-Junio
2018,1831015,F,Mexicana,Quintana Roo,1995-04-29,Repetidor,México,Preparatoria Progreso,"C. 44 145-7, 97320 Progreso, Yucatán",Licenciatura,Educación,Matutino,Mayo-Agosto
2018,1832002,F,Mexicana,Quintana Roo,2001-05-28,Repetidor,Jardines Del Norte,Preparatoria Mexico,"C. 72 453, 97000 Mérida, Yucatán",Licenciatura,Contabilidad,Vespertino,Enero-Abril
2018,1817025,F,Mexicana,Michoacán,1999-08-14,Equivalencia,Centro,Preparatoria Estatal 2,"Calle 20 Pedregales De Tanlum Mérida, Yucatán Cp. 97210",Ingeniería,Odontología,Matutino,Enero-Junio
2018,1810047,M,Mexicana,San Lorenzo,2000-10-13,Repetidor,Itzimná,Cobay Uman,"Calle 16 S/n X 10 Y 12 Col. Cepeda Peraza, Umán, Yucatán",Ingeniería,Fisioterapia,Vespertino,Enero-Abril
2018,1810013,M,Mexicana,Puebla,1996-07-23,Reinscrito,Mayapán,Cobay Hunucma,"Calle 26 No. Sn, Colonia Itzimna, Hunucmá, Yucatán",Licenciatura,Fisioterapia,Vespertino,Mayo-Agosto
2018,1810006,M,Mexicana,Yucatán,1996-01-08,Repetidor,México,Preparatoria 7,"Calle 12, 97149 Mérida, Yucatán",Ingeniería,Fisioterapia,Matutino,Septiembre-Diciembre
2018,1817032,F,Mexicana,Tabasco,1998-11-06,Nuevo,San Ramón Norte,Gonzalo Camara Zavala,"Calle 60 602, Col. Centro, Cp 97000, Mérida, Yucatán",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
2018,1817016,F,Mexicana,Campeche,1999-03-15,Reinscrito,Dolores Otero,Centennial Collegiate Vocational Institute,"289 College Ave W, Guelph, On N1g 1s9, Canada",Ingeniería,Odontología,Matutino,Enero-Junio
2018,1817049,M,Mexicana,Tamaulipas,2002-05-23,Repetidor,Dolores Otero,Centro Universitario Felipe Carrillo Puerto,"Calle 65 583, 97000 Mérida, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1817050,F,Mexicana,Tabasco,1996-06-30,Repetidor,Salvador Alvarado Sur,Escuela Preparatoria Jose Dolores Rodriguez Tamayo,"Calle 96 653 X 51a Y 59, Ciudad Caucel, 97300 Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Enero-Junio
2018,1827032,M,Mexicana,Sinaloa,2004-02-01,Repetidor,Chuburná De Hidalgo,Preparatoria De Tahdzibichen,"Calle Ninguno 0, Colonia Ninguno, Yaxcabá, Yucatán. Cp. 97927",Ingeniería,Administración De Empresas,Vespertino,Mayo-Agosto
2018,1814039,F,Mexicana,Canada,1996-01-11,Reinscrito,Juan Pablo Ii,Enep Unam Sep,"Av. Observatorio 170, Observatorio, Miguel Hidalgo, 11860 Ciudad De México, Cdmx.",Ingeniería,Administración De Empresas,Matutino,Mayo-Agosto
2018,1833037,F,Mexicana,Campeche,1996-02-01,Equivalencia,Las Américas,Preparatoria Estatal Num. 10,"Calle 59 Num. Ext. 821 Balcones Iii, Ciudad Caucel , Mérida, Yucatán",Ingeniería,Diseño De Modas,Matutino,Septiembre-Diciembre
2018,1817047,M,Mexicana,Chiapas,1996-02-01,Equivalencia,México,Cobay Kinchil,"Calle 18 Sn, Kinchil, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1817010,M,Mexicana,Tamaulipas,2001-12-27,Nuevo,Brisas,Preparatoria Mexico,"C. 72 453, 97000 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1817026,F,Mexicana,Campeche,1998-04-06,Equivalencia,Dolores Otero,Cobay Ticul,"C. 41 X 24 Y 24a Col. Santiago, 97370 Kanasín, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1810023,M,Mexicana,Campeche,2002-09-08,Equivalencia,Pensiones,Bachillerato Comunitario Samahil,"97810 Samahil, Yuc.",Licenciatura,Fisioterapia,Matutino,Septiembre-Diciembre
2018,1810036,M,Mexicana,Michoacán,2001-06-26,Equivalencia,Miguel Alemán,Bachillerato En Linea Uady,Na,Ingeniería,Fisioterapia,Vespertino,Mayo-Agosto
2018,1817017,M,Mexicana,Tamaulipas,2001-07-01,Reinscrito,Pensiones,Acuerdo 286,Na,Ingeniería,Odontología,Vespertino,Enero-Junio
2018,1817050,F,Mexicana,Aguascalientes,2001-10-24,Equivalencia,Mulsay,Cesmac,"C. 65 627, Parque Santiago, Centro, 97000 Centro, Yuc.",Ingeniería,Odontología,Vespertino,Agosto-Diciembre
2018,1817020,F,Mexicana,Ciudad De Mexico,1995-01-22,Equivalencia,Jardines Del Norte,Instituto Patria,"Periférico Norte Km. 2.5, San Ramón Nte, 97117 Mérida, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1817025,F,Mexicana,Tamaulipas,2005-06-23,Reinscrito,Las Américas,Universidad Cnci,"Calle 56 No. 508 Altos Centro, Mérida",Ingeniería,Odontología,Vespertino,Agosto-Diciembre
2018,1817036,F,Mexicana,Quintana Roo,2002-07-26,Nuevo,Dolores Otero,Uvm,"Calle 79 500, Dzityá Polígono, 97302 Mérida, Yucatán",Ingeniería,Odontología,Matutino,Agosto-Diciembre
2018,1817024,M,Mexicana,Puebla,2000-05-25,Repetidor,Francisco De Montejo,Cobay Chicxulub Pueblo,"Calle 12 X 15 Y 17 Carretera Hacienda Guadalupe, 97340 Chicxulub, Yucatán",Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1817050,F,Mexicana,Campeche,2001-05-12,Nuevo,San Ramón Norte,Cobay Tizimin,"Calle 48-b S/n Por Calle 31, Centro, 97702 Tizimín, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1817020,M,Mexicana,Ciudad De Mexico,2004-05-12,Repetidor,Chuburná De Hidalgo,Cobay Cacalchen,"Calle 19 91, Ciudad Ninguno, Cacalchén, Yucatán. Cp. 97460",Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1817029,F,Mexicana,Tamaulipas,1998-12-19,Equivalencia,Centro,Cbtis 111 Cancun,"Av. Chichen-itza Supermanzana 1, 77500 Cancún, Q.r.",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
2018,1837004,F,Mexicana,San Lorenzo,1997-05-05,Reinscrito,Las Américas,Cema,"Fracc, C. 27 150, San Miguel, 97140 Mérida, Yuc.",Licenciatura,Ingeniería Civil,Vespertino,Septiembre-Diciembre
2018,1817017,F,Mexicana,Chiapas,2000-01-09,Reinscrito,Chuburná De Hidalgo,Cobay Buctoztz,"Calle 4, 21 Y 25, C. 4 Sn, Centro, 97620 Buctzotz, Yucatán",Licenciatura,Odontología,Vespertino,Enero-Junio
2018,1802043,M,Mexicana,Sinaloa,2003-04-28,Repetidor,Juan Pablo Ii,Cbtis 111 Cancun,"Av. Chichen-itza Supermanzana 1, 77500 Cancún, Q.r.",Ingeniería,Educación,Matutino,Enero-Abril
2018,1817040,F,Mexicana,Sinaloa,1998-02-19,Equivalencia,Emiliano Zapata Sur,Bachillerato En Linea Uady,Na,Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1833027,F,Mexicana,Tabasco,2003-09-24,Reinscrito,García Ginerés,Colegio Nacional De Educación Profesional Técnica,"Calle 59 No. 729, Fraccionamiento Pacabtún, Mérida, Yucatán",Ingeniería,Diseño De Modas,Matutino,Enero-Abril
2018,1833020,F,Mexicana,San Lorenzo,2004-05-21,Reinscrito,Wallis,Francisco De Montejo Y Leon,"Calle 47 No. 514-a X 62 Y 64 Col. Centro C.p. 97000, Mérida, Yucatán",Ingeniería,Diseño De Modas,Vespertino,Septiembre-Diciembre
2018,1810032,M,Mexicana,Chihuahua,1996-03-15,Reinscrito,Pensiones,Upav Veracruz,"Calle Guillermo Prieto 8, Xalapa Veracruz De Ignacio De La Llave",Ingeniería,Fisioterapia,Matutino,Septiembre-Diciembre
2018,1817017,M,Mexicana,Campeche,1996-02-27,Reinscrito,Dzityá,Francisco Repeto Milan,"Calle 78 541, Col. Centro, Cp 97000, Mérida, Yucatán",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1809024,M,Mexicana,Monterrey,2005-02-14,Reinscrito,Salvador Alvarado Sur,Cela,"Calle 21 No. 357a-x 26, San Pedro Cholul, 97138 Mérida, Yuc.",Ingeniería,Enfermería,Matutino,Enero-Abril
2018,1812034,M,Mexicana,Monterrey,2003-08-01,Nuevo,Xoclán,Bachillerato En Linea Uady,Na,Ingeniería,Contabilidad,Vespertino,Enero-Abril
2018,1817022,M,Mexicana,Puebla,1997-05-23,Equivalencia,Chuburná De Hidalgo,Mahatma Gandhi,"Calle 25b X 10 Colonia Lázaro Cárdenas 421, 97219 Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Agosto-Diciembre
2018,1812030,F,Mexicana,Ciudad De Mexico,1998-09-22,Reinscrito,Dolores Otero,Preparatoria Estatal No. 9,"Yuc 31, 97880 Oxkutzcab, Yucatán",Ingeniería,Contabilidad,Matutino,Enero-Abril
2018,1817044,M,Mexicana,Tamaulipas,2001-03-28,Repetidor,Montecristo,Preparatoria Modelo,"Paseo De Montejo No.444, Centro, 97000 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1817036,M,Mexicana,Tabasco,2000-11-10,Repetidor,San Ramón Norte,Betancourt - Brisas,"Calle 25 S/n, Brisas Del Pasaje, 97144 Mérida, Yuc.",Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1817036,F,Mexicana,Aguascalientes,1998-04-09,Nuevo,Montes De Amé,Cobay Dzidzantun,"Calle 23, Entre 20 Y 22 S/n. Colonia Emiliano Zapata, Dzidzantún",Licenciatura,Odontología,Matutino,Enero-Junio
2018,1804010,M,Mexicana,San Lorenzo,2004-08-29,Nuevo,Juan Pablo Ii,Educacion Integral Y Activa Edai,"Av. Yucatán No. 524-1 X 22 Y 24, Maya, 97134 Mérida, Yucatán,",Licenciatura,Gastronomía,Matutino,Mayo-Agosto
2018,1814050,F,Mexicana,Tamaulipas,2003-02-14,Nuevo,Emiliano Zapata Sur,Francisco De Montejo Y Leon,"Calle 47 No. 514-a X 62 Y 64 Col. Centro C.p. 97000, Mérida, Yucatán",Licenciatura,Administración De Empresas,Vespertino,Septiembre-Diciembre
2018,1817034,F,Mexicana,Veracruz,1996-12-31,Equivalencia,México,Gonzalo Camara Zavala,"Calle 60 602, Col. Centro, Cp 97000, Mérida, Yucatán",Ingeniería,Odontología,Vespertino,Enero-Junio
2018,1827034,M,Mexicana,Baja California,1996-09-30,Reinscrito,Francisco De Montejo,Cobay Valladolid,"Calle 32 S/n, Fernando Novelo, 97780 Valladolid, Yucatan",Ingeniería,Administración De Empresas,Matutino,Enero-Abril
2018,1817033,F,Mexicana,San Lorenzo,1997-07-29,Reinscrito,García Ginerés,Cobay Kanasin,"Calle 14 S/n X 33, 97370 Kanasín, Yucatán",Licenciatura,Odontología,Vespertino,Agosto-Diciembre
2018,1817023,M,Mexicana,Monterrey,1998-03-04,Repetidor,Wallis,Uabic,"Calle 185 20, 97315 Mérida, Yucatán",Licenciatura,Odontología,Matutino,Agosto-Diciembre
2018,1817039,F,Mexicana,Canada,1996-06-28,Equivalencia,Miguel Alemán,Josefina Rosado De Patron,"Calle 67, No. 437 Entre Calle 40 Y Calle 38, Mérida, Yucatán",Licenciatura,Odontología,Vespertino,Enero-Junio
