anio,matricula,edad,sexo,carrera,modalidad,tipo_ciclo,ciclo,periodo
2024,142024020,20,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,142024021,20,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,142024022,20,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,142024023,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,142024024,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,142024025,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,142024026,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,142024027,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,142024028,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,142024029,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,142024030,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,142024031,20,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,142024032,21,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,142024033,21,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,142024034,21,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,142024035,21,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,142024036,21,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,142024037,21,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,142024038,22,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,142024039,22,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,142024040,22,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,142024041,23,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,142024042,23,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,142024043,23,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,142024044,23,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,142024045,23,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,142024046,23,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,142024047,24,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,142024048,25,Masculino,Administración de Empresas,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,142024049,30,Femenino,Administración de Empresas,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,202024001,17,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,9
2024,202024002,17,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,202024003,19,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,202024004,19,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,202024005,19,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,202024006,19,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,3
2024,202024007,20,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,202024008,20,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,9
2024,202024009,20,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,202024010,20,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,202024011,20,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,3
2024,202024012,20,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,202024013,21,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,202024014,21,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,202024015,21,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,202024016,21,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,7
2024,202024017,21,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,202024018,22,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,202024019,22,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,202024020,22,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,2
2024,202024021,22,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,202024022,22,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,8
2024,202024023,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,202024024,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,202024025,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,202024026,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,6
2024,202024027,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,7
2024,202024028,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,1
2024,202024029,23,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,202024030,23,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,5
2024,202024031,24,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,9
2024,202024032,24,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,202024033,24,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,9
2024,202024034,24,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,7
2024,202024035,25,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,6
2024,202024036,25,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,202024037,25,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,202024038,25,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,1
2024,202024039,25,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,3
2024,202024040,26,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,7
2024,202024041,26,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,202024042,26,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,202024043,26,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,7
2024,202024044,27,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,202024045,27,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,9
2024,202024046,27,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,8
2024,202024047,27,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,202024048,28,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,202024049,28,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,202024050,28,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,2
2024,202024051,28,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,4
2024,202024052,29,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,8
2024,202024053,30,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,2
2024,202024054,30,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,7
2024,202024055,32,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,202024056,32,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,202024057,33,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,2
2024,202024058,39,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,9
2024,202024059,39,Femenino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,2
2024,202024060,47,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,202024061,49,Masculino,Arquitectura,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,012024001,17,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,012024002,17,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,012024003,17,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,012024004,17,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024005,17,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,012024006,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,012024007,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024008,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,012024009,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,012024010,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,012024011,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,012024012,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,012024013,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024014,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,012024015,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024016,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,012024017,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,012024018,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,012024019,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,012024020,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024021,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,012024022,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,012024023,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,012024024,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,012024025,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,012024026,19,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,012024027,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024028,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,012024029,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,012024030,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024031,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,012024032,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,012024033,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024034,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,012024035,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024036,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,012024037,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,012024038,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,012024039,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,012024040,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,012024041,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,012024042,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,012024043,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,012024044,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,9
2024,012024045,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,012024046,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,012024047,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,012024048,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,012024049,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,012024050,19,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,9
2024,012024051,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,012024052,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,012024053,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,012024054,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,012024055,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,012024056,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,012024057,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,012024058,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,012024059,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024060,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,012024061,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,012024062,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,012024063,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,7
2024,012024064,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,4
2024,012024065,20,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,012024066,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,012024067,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,4
2024,012024068,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,012024069,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,8
2024,012024070,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,012024071,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,012024072,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,012024073,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024074,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024075,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,012024076,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,012024077,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,012024078,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,7
2024,012024079,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,2
2024,012024080,20,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,012024081,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024082,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,012024083,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,7
2024,012024084,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024085,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,3
2024,012024086,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,012024087,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024088,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,2
2024,012024089,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024090,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,012024091,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024092,21,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,012024093,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,012024094,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,5
2024,012024095,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024096,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,012024097,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,1
2024,012024098,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,2
2024,012024099,21,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,012024100,22,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024101,22,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,012024102,22,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,6
2024,012024103,22,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,012024104,22,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,012024105,22,Femenino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,012024106,23,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,012024107,23,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,1
2024,012024108,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,6
2024,012024109,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,3
2024,012024110,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,3
2024,012024111,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,1
2024,012024112,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,6
2024,012024113,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,8
2024,012024114,24,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,4
2024,012024115,25,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Septiembre-Diciembre,5
2024,012024116,25,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,012024117,26,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024118,28,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,8
2024,012024119,28,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Enero-Abril,5
2024,012024120,31,Masculino,Arquitectura,Escolarizada,Cuatrimestral,Mayo-Agosto,9
2024,312024001,17,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,312024002,17,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,312024003,19,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,3
2024,312024004,19,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,5
2024,312024005,19,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,312024006,19,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,1
2024,312024007,19,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,4
2024,312024008,19,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,5
2024,312024009,20,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Enero-Abril,4
2024,312024010,21,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,312024011,21,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Mayo-Agosto,8
2024,312024012,21,Femenino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
2024,312024013,22,Masculino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,1
2024,312024014,22,Masculino,Ciencias De La Educación,Mixto/Sabatino,Cuatrimestral,Septiembre-Diciembre,9
